PersonnelNumber,EmploymentStatus,CareerTrackCode,CareerTrack,TalentSegmentCode,TalentSegment,StandardJob,Community,CommunityCode,DiamondClient,Gender
ID16253,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16254,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16255,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16256,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,To Be Assigned,CW,Diamond,Male
ID16257,Active,520,Client Delivery & Operations,52971376,Portfolio & Delivery Management,Portfolio & Del Mgmt Manager,To Be Assigned,CW,,Female
ID16258,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,BOS_CROSS,RM,,Male
ID16259,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,,Female
ID16260,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16261,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Analyst,To Be Assigned,CW,Diamond,Female
ID16262,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,,Female
ID16263,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16264,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16265,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Female
ID16266,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16267,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Mega Diamond,Female
ID16268,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,NULL,Female
ID16269,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16270,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Female
ID16271,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,To Be Assigned,CW,Mega Diamond,Female
ID16272,Active,520,Client Delivery & Operations,52994538,Business Advisory,Analytics Advisory Senior Analyst,Non Voice,A5,,Male
ID16273,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,CHG_CROSS,G5,Emerging Diamond,Female
ID16274,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,PIT_CROSS,FG,,Female
ID16275,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,NYM_CROSS,OZ,Diamond,Female
ID16276,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,RAL_CROSS,GA,,Female
ID16277,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,NOC_CROSS,OX,Target,Male
ID16278,Active,510,Client & Market,52994539,Management Consulting,Management Consulting Senior Manager,TAM_CROSS,MK,,Female
ID16279,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,MIA_CROSS,R9,Mega Diamond,Male
ID16280,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,SOC_CROSS,3E,NULL,Female
ID16281,Active,510,Client & Market,52971384,Analytics,Data Science Consultant,AUS_CROSS,1P,Mega Diamond,Male
ID16282,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Sr Analyst,NOC_CROSS,OX,Diamond,Male
ID16283,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,,Male
ID16284,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Assoc Mgr,To Be Assigned,CW,,Male
ID16285,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16286,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Emerging Diamond,Male
ID16287,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16288,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16289,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16290,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,To Be Assigned,CW,NULL,Male
ID16291,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16292,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,DAL_CROSS,8A,NULL,Female
ID16293,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,BOS_CROSS,RM,Mega Diamond,Female
ID16294,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16295,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Mega Diamond,Female
ID16296,Inactive,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID16297,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Diamond,Female
ID16298,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Mega Diamond,Female
ID16299,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,,Male
ID16300,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,NULL,Female
ID16301,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Target,Female
ID16302,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Mega Diamond,Female
ID16303,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Analyst,To Be Assigned,CW,Diamond,Male
ID16304,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Male
ID16305,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16306,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Diamond,Male
ID16307,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Mega Diamond,Male
ID16308,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16309,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consulting Senior Analyst,WDC_CROSS,OG,NULL,Male
ID16310,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Sr Analyst,NYM_CROSS,OZ,,Female
ID16311,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,US_TGP_GCP,E6,Diamond,Female
ID16312,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Technology Delivery Lead Manager,US_TGP_GCP,E6,Target,Male
ID16313,Active,520,Client Delivery & Operations,52971398,Technology Architecture,Tech Architecture Delivery Manager,US_TGP_GCP,E6,Mega Diamond,Male
ID16314,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,US_TGP_GCP,E6,Mega Diamond,Male
ID16315,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,CHG_CROSS,G5,Diamond,Female
ID16316,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,NOC_CROSS,OX,,Male
ID16317,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Male
ID16318,Active,520,Client Delivery & Operations,52994538,Business Advisory,Analytics Advisory Associate Manager,Non Voice,A5,Mega Diamond,Male
ID16319,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,SOC_CROSS,3E,Mega Diamond,Male
ID16320,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,NYM_CROSS,OZ,Diamond,Female
ID16321,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16322,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Mega Diamond,Male
ID16323,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Specialist,To Be Assigned,CW,Diamond,Female
ID16324,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,NULL,Female
ID16325,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,Diamond,Male
ID16326,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,To Be Assigned,CW,NULL,Female
ID16327,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,GTIN_Ana_Ana,18,,Female
ID16328,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,GTIN_Ana_Ana,18,Diamond,Male
ID16329,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,NOC_CROSS,OX,Emerging Diamond,Male
ID16330,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,SOC_CROSS,3E,Target,Female
ID16331,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Sr Analyst,NOC_CROSS,OX,Diamond,Female
ID16332,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,DET_CROSS,8Y,,Male
ID16333,Active,510,Client & Market,52994537,Business & Technology Integration,Digital Business Integration Consultant,DAL_CROSS,8A,Target,Male
ID16334,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Consultant,WDC_CROSS,OG,,Female
ID16335,Active,510,Client & Market,52971384,Analytics,Analytics Consultant,NYM_CROSS,OZ,Diamond,Male
ID16336,Active,510,Client & Market,52971397,Strategy,Business Strategy Manager,NYM_CROSS,OZ,Target,Female
ID16337,Active,510,Client & Market,52994537,Business & Technology Integration,Technology Consultant,NYM_CROSS,OZ,Mega Diamond,Male
ID16338,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,NYM_CROSS,OZ,Mega Diamond,Female
ID16339,Active,510,Client & Market,55570015,Consulting,Consulting Senior Analyst,BOS_CROSS,RM,Emerging Diamond,Male
ID16340,Active,510,Client & Market,52971384,Analytics,Fnctional & Indstry Analytics Sr Analyst,BOS_CROSS,RM,Target,Female
ID16341,Active,510,Client & Market,52994539,Management Consulting,Management Consultant,GTIN_C&HT_SLO,14,Emerging Diamond,Male
ID16342,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Assoc Manager,US_TGP_GCP,E6,Diamond,Male
ID16343,Active,520,Client Delivery & Operations,52971049,Business Process Delivery,Customer Service Specialist,DNV_CROSS,9X,,Female
ID16344,Active,510,Client & Market,52971397,Strategy,Business Strategy Senior Manager,NYM_CROSS,OZ,,Male
ID16345,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Specialist,NYM_CROSS,OZ,Emerging Diamond,Male
ID16346,Active,510,Client & Market,52971397,Strategy,Business Strategy Consultant,CHG_CROSS,G5,Diamond,Female
ID16347,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,Mega Diamond,Male
ID16348,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Senior Analyst,To Be Assigned,CW,,Female
ID16349,Active,520,Client Delivery & Operations,52971395,Software Engineering,Test Engineering Specialist,US_TGP_GCP,E6,Target,Male
ID16350,Active,520,Client Delivery & Operations,52994537,Business & Technology Integration,Business&Integration Arch Analyst,PHL_CROSS,2I,Mega Diamond,Male
ID16351,Active,520,Client Delivery & Operations,52971395,Software Engineering,System Developer Analyst,WDC_CROSS,OG,NULL,Female
ID16352,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Analyst,ATL_CROSS,3Z,Mega Diamond,Male
ID16353,Active,520,Client Delivery & Operations,52971395,Software Engineering,Application Development Assoc Manager,To Be Assigned,CW,Diamond,Male
